Would you like to print in verbose or short mode? v
Using verbose mode.
0	0	120	140	141	210	215	232	240	311	340	365	372	440	460	462	490	492	499	998	999
15	13	0	1	4	6	3	9	5	7	8	12	11	19	18	17	20	16	14	10	2	
15	13	0	1	4	6	3	9	5	7	8	12	11	14	18	17	20	16	19	10	2	
15	13	0	1	4	6	3	9	5	16	8	12	11	14	18	17	20	7	19	10	2	
15	13	0	1	4	6	3	9	5	16	8	12	11	14	18	17	20	2	19	10	7	
15	13	0	1	4	6	2	9	5	16	8	12	11	14	18	17	20	3	19	10	7	
15	13	0	1	4	6	2	9	5	16	8	12	11	14	18	3	20	17	19	10	7	
15	13	0	1	3	6	2	9	5	16	8	12	11	14	18	4	20	17	19	10	7	
15	13	0	1	3	6	2	9	4	16	8	12	11	14	18	5	20	17	19	10	7	
15	13	0	1	3	5	2	9	4	16	8	12	11	14	18	6	20	17	19	10	7	
15	13	0	1	3	5	2	6	4	16	8	12	11	14	18	9	20	17	19	10	7	
15	13	0	1	3	5	2	6	4	16	8	12	11	14	17	9	20	18	19	10	7	
15	13	0	1	3	20	2	6	4	16	8	12	11	14	17	9	5	18	19	10	7	
15	13	0	1	3	20	2	5	4	16	8	12	11	14	17	9	6	18	19	10	7	
15	13	0	1	3	6	2	5	4	16	8	12	11	14	17	9	20	18	19	10	7	
15	13	0	1	20	6	2	5	4	16	8	12	11	14	17	9	3	18	19	10	7	
15	13	0	1	20	6	2	5	3	16	8	12	11	14	17	9	4	18	19	10	7	
15	13	0	1	3	6	2	5	20	16	8	12	11	14	17	9	4	18	19	10	7	
15	13	0	1	3	6	2	4	20	16	8	12	11	14	17	9	5	18	19	10	7	
15	13	0	1	3	5	2	4	20	16	8	12	11	14	17	9	6	18	19	10	7	
15	13	0	1	3	5	2	4	6	16	8	12	11	14	17	9	20	18	19	10	7	
15	13	20	1	3	5	2	4	6	16	8	12	11	14	17	9	0	18	19	10	7	
15	13	20	1	3	5	2	0	6	16	8	12	11	14	17	9	4	18	19	10	7	
15	13	20	1	0	5	2	3	6	16	8	12	11	14	17	9	4	18	19	10	7	
15	13	20	0	1	5	2	3	6	16	8	12	11	14	17	9	4	18	19	10	7	
15	13	0	20	1	5	2	3	6	16	8	12	11	14	17	9	4	18	19	10	7	
15	13	0	1	20	5	2	3	6	16	8	12	11	14	17	9	4	18	19	10	7	
15	13	0	1	3	5	2	20	6	16	8	12	11	14	17	9	4	18	19	10	7	
15	13	0	1	3	4	2	20	6	16	8	12	11	14	17	9	5	18	19	10	7	
15	13	0	1	3	4	2	20	5	16	8	12	11	14	17	9	6	18	19	10	7	
15	13	0	1	3	4	2	6	5	16	8	12	11	14	17	9	20	18	19	10	7	
15	13	20	1	3	4	2	6	5	16	8	12	11	14	17	9	0	18	19	10	7	
15	13	20	1	3	4	2	6	5	16	8	12	11	0	17	9	14	18	19	10	7	
15	13	20	0	3	4	2	6	5	16	8	12	11	1	17	9	14	18	19	10	7	
15	13	0	20	3	4	2	6	5	16	8	12	11	1	17	9	14	18	19	10	7	
15	13	0	20	3	4	1	6	5	16	8	12	11	2	17	9	14	18	19	10	7	
15	13	0	20	2	4	1	6	5	16	8	12	11	3	17	9	14	18	19	10	7	
15	13	0	2	20	4	1	6	5	16	8	12	11	3	17	9	14	18	19	10	7	
15	13	0	2	20	3	1	6	5	16	8	12	11	4	17	9	14	18	19	10	7	
15	13	0	2	20	3	1	6	4	16	8	12	11	5	17	9	14	18	19	10	7	
15	13	0	2	4	3	1	6	20	16	8	12	11	5	17	9	14	18	19	10	7	
15	13	0	2	4	3	1	5	20	16	8	12	11	6	17	9	14	18	19	10	7	
15	13	0	2	4	3	1	5	20	16	6	12	11	8	17	9	14	18	19	10	7	
15	13	0	2	4	3	1	5	6	16	20	12	11	8	17	9	14	18	19	10	7	
Assignment found.
15	13	0	2	4	3	1	5	6	16	8	12	11	20	17	9	14	18	19	10	7	
